video_id,instance_id,query,short_query
w0LU1Ho4dsY,2,Guy in the jacket and cap slipping from the mountain in front of the camera,Guy in the jacket and cap 
w0LU1Ho4dsY,3,man in black jacket and blue jeans standing on the bottom,man in black jacket and blue jeans on the bottom
w0LU1Ho4dsY,4,a man in white jacket is getting away,a man in white jacket
w0LU1Ho4dsY,5,man in black top and hat standing behind the car,man in black top and hat 
w0LU1Ho4dsY,6,man in black jacket and blue jeans standing on the hill,man in black jacket and blue jeans
w0LU1Ho4dsY,7,man with camera standing on the hill,man with camera
w2lNjQwQAc0,0,cat rolling on the carpet,cat
w2lNjQwQAc0,1,man playing with a cat,man
w2nIfxcxruE,0,the kid in yellow is on her knees,the kid in yellow
w2nIfxcxruE,1,a baby in green is crawling,a baby in green
w2nIfxcxruE,2,baby in white hat sitting on the top right,baby in white hat on the top right
w3pjQ6P9RIU,0,the dog is eating,the dog
w479sjYSiow,0,baby rolling on the bed,baby
w5B4Hxbk6LA,0,pink bird rolling on the floor,pink bird
w742tCCtYgk,0,cat rolling on the floor,cat
w7WdY5sf3VM,0,Parrot climbing a rope in front a mirror,Parrot
w7WdY5sf3VM,1,Reflection of the wavy parrot climbing the rope,Reflection of the wavy parrot
w7j6Bds6OKU,0,man in white shirt eating noodles on the left,man in white shirt on the left
w80Pxi7Oio0,0,Guy in sports suit running on the athletic track,Guy in sports suit
w80Pxi7Oio0,1,the man is sitting down,the man
w80Pxi7Oio0,2,man in black standing beside the running track,man in black
w8M4n4_jZ0o,0,cat jumping at the door,cat
wBcMv5wnPC8,0,woman in gray shirt eating,woman in gray shirt
wBmkSdwXyyM,0,a green bird is playing with rabbits,a green bird
wEFCf5pN-Tw,0,a person is rolling down a hill,a person
wEFCf5pN-Tw,1,a person is rolling down a hill,a person 
wEFCf5pN-Tw,2,a blue car is parked outside ,a blue car
wEFCf5pN-Tw,3,man walking in the back,man in the back
wEFCf5pN-Tw,4,girl with red clothes and jean rolling over grass land,girl with red clothes and jean
wEPANVxVdik,0,a baby is rolling in his bed,a baby
wFZWPQqfCPo,0,man in white rolling on the floor,man in white
wG0dISYToHA,0,baby is crawling on the floor,baby
wGmyRnmDlFw,0,cat is running along a fence,cat 
wGy5rTeaVHw,0,a cat is eating something,a cat
wHyftaRfwIM,0,a person is eating a sandwich,a person
wIOTKEw-UT0,0,a red car is jumping up and down,a red car
wIOTKEw-UT0,1,Fat man in blue shirt and black pants standing at the back ,Fat man in blue shirt and black pants at the back 
wIOTKEw-UT0,2,a top naked man is watching on the left,a top naked man
wIOTKEw-UT0,3,a person in yellow shirt is standing on the left of the red car,a person in yellow shirt
wIPSw5hd3qQ,0,a white car is parked near the camera,a white car
wIPSw5hd3qQ,1,Guy in striped shirt walking near the edge side of the sidewalk,Guy in striped shirt
wIPSw5hd3qQ,2,a guy with white shirt is walking on a street,a guy with white shirt
wJ6Bb9tkxUQ,0,basketball flying into the basket,basketball
wJ6Bb9tkxUQ,1,a man with pink shirt is throwing a ball,a man with pink shirt
wKPebmDivtc,0,a car is rolling on the air,a car 
wLFJGx87Vko,0,cat climbing the fence,cat
wQT6JVQFKKs,0,white bird rolling on carpet,white bird 
wQtn1fVw1nc,0,the person is crawling,the person
wRkeBVMQSgg,0,Woman is running along the road,Woman 
wTMSVaumbdw,0,Boy in black tshirt eating,Boy in black tshirt
wTMSVaumbdw,1,an asian guy is eating noodle in an asian way with chopsticks,an asian guy
wTthC3Q53xc,0,Man in gray suit is running with the dog,Man in gray suit
wTthC3Q53xc,1,black dog running with a man,black dog
wU8lymZO_VY,0,a parrot is rolling on the floor,a parrot
wWgp6i_l-wU,0,black dog on the right is walking on the street,black dog on the right
wWgp6i_l-wU,1,the person in the black tshirt is walking with a dog,the person in the black tshirt
wXRKzhBYmWg,0,a woman is running and jumping,a woman
wXRKzhBYmWg,1,Woman in white blouse and black pants standing near the track,Woman in white blouse and black pants
wXRKzhBYmWg,2,the first man in white shirt is sitting,the first man in white shirt 
wYWXbtdylic,0,the yellow billiard ball is static,the yellow billiard ball
wYWXbtdylic,1,white ball rolling on a billiard table,white ball
wYWXbtdylic,2,a red ball is sitting in the middle,a red ball in the middle
wYWXbtdylic,3,Red ball laying near the corner hole,Red ball
wYWXbtdylic,4,black ball is going to the hole,black ball
wZEf-Bs__sU,0,guy in white sitting ,guy in white 
wZEf-Bs__sU,1,Man in black sport suit is jumping into the sand,Man in black sport suit
wZEf-Bs__sU,2,man in light blue sitting in the back,man in light blue
wZEf-Bs__sU,3,Sports judge sitting on the chair,Sports judge
wZze5zyUMm8,0,a white bird on the right is eating,a white bird on the right
wZze5zyUMm8,1,the left white bird is walking,the left white bird
waB_cB-DryM,0,dog crouching on the grass,dog
waeOevRvWC8,0,White kitten is climbing down a pillar,White kitten
wbJ2I9ZzAKQ,0,cat eating on the table,cat 
wbXORPefRdw,0,a cute small girl is attempting to walk ,a cute small girl
wbXORPefRdw,1,a woman in pink is sitting,a woman in pink
wbldk16kO0k,0,a man in red shirt is rolling over a barrel,a man in red shirt
wcEqvEKKlWU,0,the man is throwing a bowling ball,the man
wcEqvEKKlWU,1,bowling ball rolling on the track,bowling ball
wcvq2nCHU1M,0,a yellow dog is rolling on the snow,a yellow dog
wd8foBefLFU,0,Baby crawling on the wooden floor,Baby 
wd8foBefLFU,1,White dog is standing on the wooden floor,White dog
whTfWGzJvHU,0,a red ball is flying,a red ball
whTfWGzJvHU,1,man in white shirt playing basketball on the right,man in white shirt on the right
whTfWGzJvHU,2,Guy in blue shirt passing a ball during basketball game,Guy in blue shirt
whTfWGzJvHU,3,man in blue shirt passing a basketball on right,man in blue shirt on right
whTfWGzJvHU,4,man in blue shirt and white shorts playing basketball,man in blue shirt and white shorts
wjPuk0aWgsA,0,a black and white cat is running,a black and white cat
wl0JojWH1rQ,0,man in white shirt walking,man in white shirt
wm5lOlOixt0,0,man in black rolling on the mat,man in black
wm5lOlOixt0,1,a man with white shirt on the left is felling down,a man with white shirt on the left
wm5lOlOixt0,2,person in yellow shirt beating another person,person in yellow shirt 
wm5lOlOixt0,3,the person in black in the back is watching,the person in black in the back
wn-1ZQSum9o,0,the boy is watching another boy eat a fish,the boy 
wn-1ZQSum9o,1,man in black eating on the left,man in black on the left
wqDHV3IaI_A,0,a baby on the bottom is lying in the bed,a baby on the bottom
wqDHV3IaI_A,1,the brown cat is rotating,the brown cat
wqUaHiVos-U,0,a cat is eating food,a cat
wqdkbeyXuDU,0,a cat is rolling on the ground,a cat
wt8YFb1oXbw,0,black dog eating,black dog
wtO4Q9wKs_M,0,the white dog is walking,the white dog
wtO4Q9wKs_M,1,a black dog is running,a black dog 
wt_meIacj20,0,a black and white dog is jumping,a black and white dog
wt_meIacj20,1,a person is sitting in the middle of a grass field,a person 
wutuWFAlz7U,0,woman is eating two chicken legs,woman 
wxVCoqJ7frw,0,cat walking by the window,cat 
wxwxblG-W98,0,a black dog is rolling,a black dog 
wyIDNn73H4U,0,car rolling over,car 
wyXNuPdWkcc,0,woman is crawling on the field,woman
wyvntz46-WM,0,man in the black shirt and gray pants climbing the wall,man in the black shirt and gray pants 
x0DtQ-YBnK4,0,man crawling on the grass,man
x0df1JXqcXE,0,Guy in all black kicking a ball,Guy in all black 
x0df1JXqcXE,1,ball flying into the sky,ball 
x0df1JXqcXE,2,a man in green tshirt is giving a pass,a man in green tshirt 
x1S0SuCWBmU,0,the dog is walking,the dog 
x1S0SuCWBmU,1,a man with white shirt is walking,a man with white shirt
x7V7-zjINjw,0,bird running,bird
x7r036CXYZ4,0,man standing under the basket,man
x7r036CXYZ4,1,the boy is taking a basketball shot,the boy
x7r036CXYZ4,2,basketball flying into the basket,basketball 
x9e8-sYf_dU,0,pink and gray bird walking,pink and gray bird 
xAJlcQPoKv4,0,a brown dog is walking,a brown dog
xAJlcQPoKv4,1,man in green top walking with a woman,man in green top
xBR0mKmjAhA,0,Black cat is running on the green grass,Black cat 
xBZi3nYZRXY,0,blue car rolling down a hill,blue car 
xBZi3nYZRXY,1,a man in the middle with brown shirt is standing,a man in the middle with brown shirt
xBZi3nYZRXY,2,the right person on the back is walking,the right person on the back
xBZi3nYZRXY,3,blue truck pushing down the car,blue truck
xCFJNK_2FlE,0,a gray parrot is playing in the cage,a gray parrot 
xCTWp44hS8c,0,baby in red rolling,baby in red 
xE_L1Tz_bxw,0,bird climbing tree ,bird
xFpdRQvNUWc,0,Dog is rolling on the carpet,Dog 
xFpdRQvNUWc,1,the man is sitting on the left,the man on the left
xGVvhA-XV7c,0,Guy in the grey jacket filming the parade,Guy in the grey jacket 
xGVvhA-XV7c,1,a man with the drum walking in the back,a man with the drum in the back
xGVvhA-XV7c,2,a man in middle right is playing an instrument,a man in middle right
xGVvhA-XV7c,3,huge dummy in red jacket standing on the platform ,huge dummy in red jacket
xHShXO5w7rU,0,dog with black white fur jumping onto a laver,dog with black white fur
xHZ5UEoIgTw,0,White parrot jumping from the hand on the stick,White parrot 
xHZ5UEoIgTw,1,White parrot is sitting on the stick,White parrot 
xHjxGb0jJQ8,0,blue car jumping up and down,blue car
xHjxGb0jJQ8,1,man in gray shirt and black shorts standing next to the blue car,man in gray shirt and black shorts
xIOR6WOlTQ0,0,Small girl throwing huge blue ball,Small girl
xIOR6WOlTQ0,1,blue ball bouncing up and down,blue ball
xJMiTiemJn0,0,a man in black shirt is defending and jumping,a man in black shirt 
xJMiTiemJn0,1,Guy shooting a ball after the catch,Guy
xJMiTiemJn0,2,an orange ball is flying on the air,an orange ball
xLn6twMcGH4,0,a black cat is eating food,a black cat 
xNZwKaqZb28,0,Dog is climbing a tree,Dog 
xNoqCHzalSk,0,Fuzzy slowly crawling on the towel,Fuzzy slowly
xPH5d-VD16w,0,White dog rolling on the floor,White dog 
xPH5d-VD16w,1,the dog trainer is trying to teach a trick to the dog,the dog trainer
xReQQldSqjA,0,a bird is flying,a bird 
xReQQldSqjA,1,bird flying in the sky on the left,bird on the left
xReQQldSqjA,2,bird on the left flying,bird on the left 
xTpnHovg1MA,0,Brown dog is running on the snow,Brown dog 
xW4Vvj_YpMU,0,black dog jumping across a paper board,black dog 
xW4Vvj_YpMU,1,man running with a black dog,man 
xZ-qkOjwmmA,0,parrot climbing on to a glass,parrot 
xZEgeaAY0cA,0,man in yellow climbing on the right,man in yellow on the right
xZEgeaAY0cA,1,a climber with blue shirt is climbing through the mountain ,a climber with blue shirt
xa4hB6qa1oo,0,a cat is climbing up,a cat
xazi3V_diGU,0,a cat is walking inside a rotating wheel,a cat 
xazi3V_diGU,1,cat is sitting under the wheel,cat 
xbudgSDQtp0,0,dog walking with a woman on the left,dog 
xbudgSDQtp0,1,woman walking with the dog,woman 
xcm182hCqYY,0,a white bird in front is flying,a white bird in front 
xdhLQCYQ-nQ,0,a cat is jumping into a box,a cat 
xdrYiP0eQE0,0,red car bouncing,red car 
xeCHFrKFmW8,0,brown cat jumping on the roof terrace,brown cat 
xfFojpDDQz4,0,White sport car turning a corner,White sport car 
xfFojpDDQz4,1,a man with black jacket in the middle is watching the car,a man with black jacket in the middle
xftnbBUOa_I,0,bird rolling,bird 
xgkeAQHz_QA,0,a small cat is rolling on the left,a small cat on the left
xgkeAQHz_QA,1,a cute small cat in the middle is playing with its friend,a cute small cat in the middle
xgkeAQHz_QA,2,kitten on the right standing,kitten on the right 
xhdXRpswP0E,0,baby climbing over the bed,baby 
xiWTOL3ztCE,0,car rolling down the slope,car
xiWTOL3ztCE,1,the white car is standing still,the white car 
xiWTOL3ztCE,2,man in orange vest standing behind the car,man in orange vest 
xioT-lZCwUA,0,parrot climbing along the rope,parrot
xkpTenIJVMc,0,person eating the food,person 
xkwAP2IynPQ,0,a bird is flying,a bird 
xlGhUn2qKJY,0,Fluffy cat is rolling on the floor,Fluffy cat 
xlGusk-byGE,0,a bird is looking out of a cage ,a bird
xmf5gLPMtTc,0,red car jumping up and down,red car
xmf5gLPMtTc,1,Guy in the white shirt standing behind jumping car,Guy in the white shirt
xnJZ-VGljFM,0,a black cat is running in the snow,a black cat
xnsL4xY-7CA,0,a black man is rolling,a black man
xnucJqE1eR8,0,a woman is walking,a woman
xnucJqE1eR8,1,Black poodle walking on the grass,Black poodle 
xnz-WoKI5-0,0,man crawling,man
xoGWD4vMaAA,0,baby crawling on the carpet,baby
xoQanjU4uPA,0,the man on the right is walking,the man on the right
xoQanjU4uPA,1,a person on the left is walking,a person on the left
xpfFixUtN7g,0,Yellow parrot is lying on the bed,Yellow parrot 
xpfFixUtN7g,1,man playing with a parrot,man 
xqO0Co2jJXQ,0,the cockatiel is walking along a tree branch,the cockatiel 
xr2StCdq4M0,0,a white man on the left is rolling on the air,a white man on the left 
xr2StCdq4M0,1,man tumbling on the left,man on the left
xr2StCdq4M0,2,Man in white outfit fighting ,Man in white outfit 
xr3iqm91JRc,0,baby in gray costume is walking towards a fence,baby in gray costume
xr3iqm91JRc,1,baby in blue walking ,baby in blue
xrTQfifI0No,0,a black dog is walking on the left,a black dog on the left
xrTQfifI0No,1,the toddler in a yellow shirt is walking a black lab,the toddler in a yellow shirt
xshyBv0zTUQ,0,The baby in the diaper crawling on the floor,The baby in the diaper 
xu0L4atB-kg,0,bird standing on the right,bird on the right
xu0L4atB-kg,1,the bird is rolling around in the corner of its cage,the bird
xu36dfDQi-c,0,boy in black shirt eating a pizza,boy in black shirt
xu36dfDQi-c,1,man in a hat cheering on the left,man in a hat on the left
xuFTlOKxepE,0,a baby is climbing up,a baby 
xuJrXFdMglY,0,a woman is running and then jumping,a woman
xvHl9ltP5zg,0,bird flying in the sky,bird
xw_j1UddF-s,0,a white dog is running from the back to front,a white dog
xw_j1UddF-s,1,a person in black is walking,a person in black
xw_j1UddF-s,2,white dog walking in the back,white dog in the back
xwc5F5mJqsM,0,Blue yellow car without windows rolling several times,Blue yellow car without windows 
xxlDKRehFHo,0,yellow bird climbing the human hands,yellow bird 
y-cXEkR8YKE,0,baby rolling on the bed,baby 
y0cTfTuZafQ,0,a man is rolling down a hill,a man
y2U8WeESVcI,0,a dog on top is walking,a dog on top
y2U8WeESVcI,1,a dog of a twin dogs below is running,a dog of a twin dogs below 
y2_4_D5NhLA,0,Guy in black shorts is jumping on the stairs,Guy in black shorts 
y2_4_D5NhLA,1,a woman is standing on the stairs ,a woman
y4IlT_9NMHk,0,the right bird is walking,the right bird
y4IlT_9NMHk,1,the left bird is walking,the left bird 
y5AdnvKskoo,0,white dog running,white dog 
y5AdnvKskoo,1,black car parking by the fence,black car 
y6gFr7c6goM,0,the black cat is rolling around on the asphalt,the black cat
yAf8OPOtAnw,0,the bird is picking from the ground,the bird 
yBa3Ib9XqQc,0,a person is jumping,a person
yBa3Ib9XqQc,1,first man in blue top from left sitting on the running track,first man in blue top from left
yBa3Ib9XqQc,2,second man in blue from left sitting beside the running track,second man in blue from left
yBa3Ib9XqQc,3,man in red white tshirt squatting on the ground,man in red white tshirt
yBa9jtQ-WzY,0,Ball is flying across the field,Ball 
yBa9jtQ-WzY,1,Guy in red shirt kicking the ball with big power,Guy in red shirt
yENBu8HVw44,0,a cute white dog is being held by its owners outside,a cute white dog
yENBu8HVw44,1,man walking with the white poodle during dog show,man 
yG6Q9lBWbkA,0,white bird flying to a man,white bird 
yGFD2gDvUTM,0,Cat licking a chocolate on a person hand,Cat 
yJlP1TzBEPw,0,a bird standing on top,a bird on top
yJlP1TzBEPw,1,a bird in the middle is standing,a bird in the middle
yJlP1TzBEPw,2,bird standing on the left,bird on the left
yJlP1TzBEPw,3,bird walking on the bottom,bird on the bottom
yKMZHbPsgcg,0,a bird is flying,a bird 
yKbUBxwOcyk,0,Bird is pecking a small stone,Bird
yLAfEmq7vsM,0,a cat is eating food,a cat
yN1sS_N4cP0,0,a bird is standing on top of a roof like object,a bird
yN_WOmrJDFE,0,cat running away,cat 
yOOl-nSyljU,0,car standing on the right,car on the right
yOOl-nSyljU,1,ball bouncing up and down,ball 
yOOl-nSyljU,2,a guy with white shirt is shooting a basket outside,a guy with white shirt 
yOOl-nSyljU,3,the black van is parked on the side of the road,the black van
yOOl-nSyljU,4,silver car parking in the far back,silver car in the far back
yOOl-nSyljU,5,the third from right silver car is parked on the back,the third from right silver car on the back
yOOl-nSyljU,6,third car parking from the left,third car from the left
yOOl-nSyljU,7,second black car from left parking on the road,second black car from left
yP8KhD97Ptg,0, man in blue shirt is standing on the left, man in blue shirt on the left
yP8KhD97Ptg,1,man rolling on the lawn,man 
yPTfQ4nBWo8,0,the bird is walking,the bird
yPXBzEVMxNk,0,the dog is being walked,the dog 
yPXBzEVMxNk,1,woman in red top walking with a dog,woman in red top
yR3-f4mnE_Q,0,Guy in black sports suit dribbling two balls,Guy in black sports suit
